gid,RA_SO,RA_dm,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,pre_mm_cyr,pre_mm_cdi,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,ppd_pk_cav,Mean_Temp_Deg_C,pH,Mean_DO_mg_per_L,Mean_DO_percent_saturation,RA_ms_av,RA_ms_di,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,log10_RR
98,4.0,1.05507,436.0,0.0,140.0,215.0,25.0,17.0,162.0,207.0,1259.0,53.0,31.0,8.0,3.0,1.0,0.0,0.0,820.398,24.0,6.7,,,0.7292152136956994,1.2744510579368566,-892.7566666666667,2.336338517014865
99,1.0,0.133117,379.0,0.0,456.0,378.0,81.0,0.0,109.0,241.0,1028.0,39.0,100.0,15.0,7.0,0.0,0.0,0.0,96.147,21.1,6.5,7.56,88.91754574378847,0.0544389712790524,0.1159023259489503,-2112.146666666667,3.3157687113791887
100,1.0,0.149345,380.0,0.0,118.0,174.0,15.0,151.0,117.0,247.0,972.0,35.0,22.0,43.0,19.0,0.0,0.0,0.0,59.988,18.8,7.5,9.6,105.24771870308946,0.1719368348253736,0.36596611211434277,-1421.0766666666666,2.7436624288900404
101,5.0,2.73729,496.0,37.0,48.0,52.0,9.0,10.0,193.0,173.0,1336.0,92.0,10.0,27.0,4.0,23.0,0.0,0.0,1.5249999999999997,28.2,7.0,6.87,88.626202714893,0.8985593654495028,1.6962875616089883,-7.646666666666667,0.7326468383125504
102,1.0,0.127298,173.0,0.0,326.0,379.0,30.0,60.0,121.0,291.0,866.0,117.0,0.0,33.0,14.0,2.0,0.0,0.0,1.287,18.5,7.5,4.37,48.80868381962224,0.3110610104963151,0.5184350174938586,-594.0266666666666,1.8353609693475816
103,1.0,0.131399,186.0,0.0,182.0,421.0,16.0,63.0,120.0,288.0,880.0,115.0,0.0,28.0,53.0,0.0,0.0,0.0,0.863,20.7,7.5,7.3,85.6324810721269,0.3103324587600404,0.4896804381733106,-19.689999999999998,1.0836035118494534
104,1.0,0.19002700000000003,818.0,0.0,463.0,936.0,163.0,663.0,109.0,205.0,1527.0,61.0,100.0,0.0,0.0,0.0,0.0,0.0,21.214,18.3,6.5,9.8,116.59894622767742,0.5123702660463296,0.7415207870419244,-5.0200000000000005,0.5932565565081097
105,1.0,0.15438,757.0,0.0,299.0,294.0,49.0,46.0,138.0,226.0,1360.0,65.0,95.0,8.0,4.0,0.0,0.0,0.0,1.882,18.3,8.0,11.46,126.1775353556152,0.2178880579416749,0.33924343198513957,-17.313333333333333,1.0898093523451013
106,6.0,4.56186,589.0,91.0,18.0,24.0,14.0,5.0,181.0,191.0,1497.0,93.0,100.0,3.0,1.0,0.0,0.0,0.0,1.041,30.5,7.5,6.61,88.45832126056985,1.1564818588007784,1.951213954508957,-468.8666666666666,1.6455782319531684
107,5.0,3.18825,546.0,230.0,21.0,32.0,7.0,6.0,175.0,202.0,1384.0,80.0,70.0,19.0,20.0,0.0,0.0,0.0,3.8699999999999997,33.4,7.5,6.55,92.1478306764961,0.9745864734066886,1.7589055690655624,-854.7933333333334,2.106804457942331
108,3.0,0.169118,14.0,0.0,383.0,1221.0,16.0,34.0,101.0,262.0,428.0,70.0,0.0,15.0,60.0,6.0,0.0,0.0,0.121,24.7,7.5,3.83,53.40815580253767,0.0320717380637008,0.8723512753326642,-45.326666666666675,1.59518303480446
109,3.0,0.41633799999999993,209.0,0.0,79.0,318.0,10.0,24.0,161.0,241.0,1007.0,102.0,0.0,30.0,49.0,0.0,0.0,0.0,3.523,25.899999999999995,7.0,8.68,110.94654433125136,0.8114070621081627,0.8816209860693912,-1832.8833333333332,3.2627844849382655
110,2.0,0.19864800000000002,132.0,0.0,101.0,274.0,14.0,35.0,178.0,233.0,837.0,86.0,0.0,39.0,53.0,1.0,0.0,0.0,2.443,26.0,7.0,5.04,64.19675348712553,0.6091657967307259,0.7658806490017013,-44.22333333333333,1.615241481164981
111,1.0,0.138413,108.0,0.0,823.0,3409.0,157.0,402.0,-16.0,205.0,762.0,36.0,100.0,0.0,20.0,0.0,1.0,16.0,0.117,9.5,6.0,8.25,108.01251674441626,0.2312442755706292,0.7141367333798844,-8.91,0.8329430601357966
112,1.0,0.181828,168.0,0.0,603.0,3323.0,179.0,260.0,-11.0,214.0,708.0,31.0,100.0,0.0,13.0,0.0,0.0,13.0,0.028,7.099999999999999,6.5,9.57,117.08612309321116,0.3295690040808128,0.9850552781251997,-3.35,0.4390443999982436
113,2.0,0.263146,26.0,0.0,627.0,789.0,91.0,40.0,188.0,210.0,450.0,50.0,22.0,3.0,52.0,0.0,0.0,0.0,0.161,23.8,7.5,,,0.2844237214046335,0.9616785662246828,-19.773333333333333,1.2389342091287736
114,1.0,0.196017,220.0,0.0,541.0,1815.0,143.0,424.0,74.0,246.0,618.0,43.0,60.0,12.0,8.0,1.0,0.0,0.0,754.728,12.0,7.5,9.72,112.24919428270898,0.34980449975788314,0.9843672079963576,-66.80333333333333,1.6573181539763662
115,1.0,0.207804,1348.0,0.0,561.0,1053.0,151.0,710.0,68.0,166.0,1892.0,298.0,100.0,0.0,0.0,0.0,0.0,0.0,0.001,12.4,6.0,9.56,101.63846275322658,0.6718942765276231,0.9953568927613606,-1.4266666666666667,0.1453684578874657
116,1.3333333333333333,0.1188689,239.0,0.0,726.0,1966.0,90.33333333333333,1720.3333333333333,77.33333333333333,179.0,612.6666666666666,103.0,68.33333333333333,0.6666666666666666,26.0,0.0,0.0,0.0,0.0,13.1,7.0,9.35,112.75750574051874,0.12996475690928952,0.4319744054792885,-21.876666666666665,1.1405050432467927
117,2.0,0.265042,253.0,0.0,475.0,1369.0,128.0,503.0,116.0,174.0,833.0,155.0,100.0,0.0,5.0,0.0,0.0,0.0,0.03,16.6,7.0,9.46,114.49673228608737,0.44879054244336186,1.1756035304057089,-2.5966666666666667,0.38717760771671417
118,1.0,0.0680952,34.0,0.0,676.0,2852.0,109.0,67.0,38.0,193.0,667.0,66.0,90.0,1.0,14.0,0.0,0.0,0.0,0.0,13.800000000000002,7.0,,,0.1489513822688274,0.320245471877979,-50.39666666666667,1.4684121576719045
119,1.0,0.07570123333333334,16.0,0.0,844.6666666666666,1991.3333333333333,174.66666666666666,1509.3333333333333,126.66666666666667,171.66666666666666,641.6666666666666,102.66666666666667,96.66666666666667,0.0,21.666666666666668,0.0,0.0,0.0,1.953,18.4,6.5,5.88,79.62098978734197,0.20537998538813648,0.5683394363827358,-10.61,1.0158492066407157
120,7.0,7.808220000000001,23.0,627.0,385.0,146.0,28.0,3.0,118.0,229.0,189.0,24.0,30.0,43.0,12.0,6.0,0.0,0.0,3.3729999999999998,11.0,7.0,,,1.0334337650721166,2.420443645436731,-20.933333333333334,1.174569600914949
121,1.0,0.169029,590.0,0.0,178.0,133.0,24.0,74.0,113.0,249.0,1137.0,40.0,81.0,47.0,20.0,0.0,0.0,0.0,34.917,19.4,6.5,8.97,99.04775931654238,0.246313049944231,0.4918515305490147,-12.103333333333333,1.0639725852992472
122,1.0,0.169029,590.0,0.0,178.0,133.0,24.0,74.0,113.0,249.0,1137.0,40.0,81.0,47.0,20.0,0.0,0.0,0.0,34.917,19.5,6.5,8.62,95.37393040146144,0.246313049944231,0.4918515305490147,-7.1433333333333335,0.8121726368269475
123,2.0,0.343469,752.0,0.0,251.0,278.0,49.0,33.0,138.0,226.0,1359.0,64.0,100.0,8.0,2.0,0.0,0.0,0.0,106.758,22.8,7.5,6.13,73.60716933097913,0.614838092635606,0.9624265610056018,-1125.5566666666666,2.499378577723909
124,1.0,0.127298,173.0,0.0,326.0,379.0,30.0,60.0,121.0,291.0,866.0,117.0,0.0,33.0,14.0,2.0,0.0,0.0,1.287,21.7,7.5,8.62,102.58610079023269,0.3110610104963151,0.5184350174938586,-659.3833333333333,2.163750307123489
125,5.0,1.56466,131.0,495.0,452.0,915.0,47.0,14.0,83.0,184.0,252.0,22.0,37.0,10.0,49.0,27.0,0.0,0.0,523.931,20.0,6.5,,,0.305808438223822,1.6474941803009742,-47.423333333333325,1.4392164704920558
126,3.0,0.508092,432.0,0.0,2.0,4.0,0.0,1.0,237.0,92.0,1313.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.100000000000005,7.5,3.9,50.819728281243215,0.5779931711499584,0.9573011897171183,-33.59,1.4934707633276239
127,1.0,0.138754,301.0,0.0,63.0,276.0,14.0,4.0,77.0,307.0,801.0,74.0,0.0,45.0,3.0,1.0,0.0,0.0,31.533,15.7,7.5,,,0.2117318105249392,0.4374752849816758,-24.365,1.377556896455389
128,3.0,0.469602,385.0,0.0,20.0,10.0,4.0,8.0,180.0,190.0,1271.0,101.0,100.0,1.0,0.0,0.0,0.0,0.0,2.632,24.0,6.0,,,0.8028321356640227,0.5889922172215729,-1901.3466666666666,3.243429485144754
129,2.0,0.173638,121.0,0.0,104.0,897.0,83.0,80.0,-119.0,396.0,228.0,38.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,8.5,6.5,10.26,97.70707528262857,0.6867963403566435,0.5886825774485516,-1312.1666666666667,2.677602123704516
130,1.0,0.13459600000000002,120.0,0.0,100.33333333333333,837.0,73.33333333333333,122.66666666666667,-117.33333333333333,395.6666666666667,225.66666666666666,36.666666666666664,0.0,0.0,0.0,0.0,0.0,99.0,0.0033333333333333335,9.6,6.5,12.44,120.7567978747931,0.7299881493203039,0.6085755072188539,-5.6000000000000005,0.7089790579079879
131,1.0,0.11462699999999999,246.66666666666666,0.0,235.33333333333334,390.0,87.33333333333333,216.0,-42.666666666666664,393.6666666666667,304.3333333333333,45.333333333333336,80.0,0.0,0.0,1.6666666666666667,0.0,40.666666666666664,70.852,4.5,6.5,12.9,104.51276242828554,0.27576528175763443,0.3746417671391598,-17.513333333333332,0.8383906330337583
132,2.0,0.600553,681.0,0.0,594.0,509.0,116.0,108.0,65.0,259.0,1088.0,47.0,100.0,4.0,4.0,0.0,0.0,0.0,11.976,20.3,6.5,,,0.35695029920833904,1.117827407590621,-27.41,1.3651526216718335
133,3.6666666666666665,0.965162,874.3333333333334,249.33333333333334,367.3333333333333,139.33333333333334,41.666666666666664,5.333333333333333,90.0,263.3333333333333,1203.0,24.0,100.0,3.0,1.0,1.3333333333333333,0.0,0.0,193.36833333333334,22.78,6.5,,,0.5810274429342689,0.7803627646283656,-25.773333333333337,1.3661262424757699
134,4.0,1.57104,406.0,245.0,30.0,12.0,8.0,3.0,143.0,228.0,1104.0,41.0,95.0,15.0,0.0,1.0,0.0,0.0,10.835,29.100000000000005,6.7,5.0,65.21602153730049,0.8112257328131415,1.334532578187316,-2677.34,3.42663402474023
135,1.0,0.152503,361.0,0.0,371.0,934.0,108.0,196.0,65.0,232.0,630.0,62.0,94.0,0.0,1.0,0.0,0.0,0.0,0.6869999999999999,11.0,6.5,,,0.2890264283831208,0.5840994347658885,-492.1333333333334,2.0265381084673195
136,2.0,0.162217,24.0,0.0,1021.0,263.0,73.0,62.0,111.0,220.0,209.0,27.0,53.0,45.0,9.0,34.0,0.0,0.0,17.348,25.600000000000005,8.0,13.31,168.08150200348618,0.2514621306142977,0.9287875469463577,-8.803333333333333,0.8512206854937506
137,1.0,0.144244,308.0,0.0,221.0,316.0,45.0,30.0,75.0,308.0,820.0,75.0,74.0,32.0,5.0,1.0,0.0,0.0,46.66,16.9,7.5,7.56,81.07974297981998,0.254401409383808,0.542723006685457,-1946.375,3.2892235255841236
138,4.0,1.50254,201.0,231.0,70.0,2351.0,16.0,42.0,31.0,281.0,309.0,24.0,100.0,7.0,44.0,22.0,0.0,0.0,434.211,14.199999999999998,7.5,,,0.3878904795020464,1.588400317787715,-8.56,0.6450380490583528
139,6.0,1.89367,193.0,3746.0,157.0,165.0,13.0,11.0,201.0,196.0,813.0,73.0,51.0,11.0,10.0,0.0,0.0,0.0,1911.477,24.0,7.5,,,1.0734465733884058,1.1981860426177784,-1.6600000000000001,0.21288585029781867
140,1.6666666666666667,0.3978926666666667,498.0,0.0,401.3333333333333,328.0,72.33333333333333,60.666666666666664,95.66666666666667,251.66666666666666,981.6666666666666,40.666666666666664,89.0,25.666666666666668,2.0,0.0,0.0,0.0,8.894333333333334,23.5,7.7,,,0.3834520833582446,1.085099429408689,-54.346666666666664,1.6895054629343826
141,6.0,1.9994699999999999,20.0,1571.0,25.0,1525.0,4.0,13.0,135.0,239.0,221.0,31.0,36.0,2.0,3.0,3.0,0.0,0.0,363.60099999999994,31.2,6.5,,,0.7132520442683985,1.6078213453921084,-1566.4733333333334,2.389686735115994
142,2.0,0.302339,257.0,0.0,99.0,275.0,21.0,21.0,88.0,277.0,907.0,58.0,72.0,16.0,6.0,4.0,0.0,0.0,27.266000000000002,20.63,7.5,9.17,105.5471729660057,0.6133583855756898,0.7714404437137542,-1690.21,3.2031772423580946
143,2.0,0.441918,1363.0,0.0,679.0,736.0,178.0,212.0,84.0,165.0,1892.0,295.0,100.0,0.0,2.0,0.0,0.0,0.0,0.237,14.7,6.0,,,0.7654460722886,1.1136648437635346,-2.71,0.4329692908744057
144,1.0,0.19709,878.0,0.0,420.0,204.0,125.0,132.0,112.0,82.0,1167.0,209.0,100.0,0.0,0.0,0.0,0.0,0.0,0.357,15.0,6.5,,,0.3111901563201814,0.8258120653156918,-1.16,0.05972990940547054
145,1.0,0.16810899999999998,863.0,0.0,435.0,179.0,85.0,43.0,111.0,79.0,1162.0,208.0,100.0,0.0,2.0,0.0,0.0,0.0,9.99,16.0,6.5,,,0.1654951508141293,0.4413204021710117,-2.216666666666667,0.3206299280610739
146,2.0,0.260894,92.0,0.0,559.0,2529.0,98.0,267.0,38.0,208.0,487.0,33.0,100.0,0.0,7.0,0.0,0.0,0.0,20.428,11.5,7.0,,,0.3379294318137805,1.0041055036988265,-49.623333333333335,1.6168742629817077
147,1.0,0.151134,796.0,0.0,128.0,49.0,20.0,0.0,92.0,257.0,1114.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,671.113,18.5,6.0,8.19,87.91449302849158,0.0926558585419384,0.1397602335548791,-9.443333333333333,0.8093714476048577
148,2.0,0.361289,794.0,0.0,66.0,24.0,13.0,22.0,91.0,259.0,1145.0,41.0,100.0,10.0,2.0,1.0,0.0,0.0,158.89,16.9,6.5,6.41,66.37495150107523,0.684415898339031,1.0511412686902173,-79.99000000000001,1.9028449881749951
149,7.0,7.808220000000001,23.0,627.0,385.0,146.0,28.0,3.0,118.0,229.0,189.0,24.0,30.0,43.0,12.0,6.0,0.0,0.0,3.3729999999999998,11.0,6.5,,,1.0334337650721166,2.420443645436731,-4.343333333333333,0.6236103220292808
150,7.0,7.801469999999999,51.0,627.0,63.0,120.0,7.0,6.0,118.0,239.0,177.0,24.0,58.0,2.0,28.0,0.0,0.0,0.0,0.0030000000000000005,11.0,6.5,,,1.034897171479081,2.4226305244549207,-2.013333333333333,0.1966591704617617
151,7.0,7.79044,49.0,627.0,166.0,130.0,12.0,3.0,117.0,239.0,178.0,23.0,25.0,2.0,28.0,0.0,0.0,0.0,0.0030000000000000005,14.0,6.5,,,1.0333346081318415,2.418950174009997,-16.386666666666667,1.199652520973988
152,4.0,0.715861,74.0,362.0,773.0,1766.0,130.0,83.0,79.0,231.0,375.0,53.0,100.0,11.0,28.0,1.0,0.0,0.0,3.8729999999999998,18.0,6.5,,,0.3601229573828461,1.2422028692659923,-4.683333333333334,0.667341229741047
153,6.0,2.01581,14.0,1554.0,258.0,1527.0,10.0,6.0,132.0,237.0,221.0,31.0,35.0,13.0,49.0,19.0,0.0,0.0,60.092000000000006,22.7,8.11,6.66,92.81179660976913,0.6965204770204491,1.6162773271580988,-19.763333333333332,1.1226087487135445
154,3.0,0.516599,483.0,0.0,123.0,31.0,20.0,36.0,129.0,244.0,1057.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.23,27.0,6.5,,,0.6610729190442188,0.8759163827564039,-19.2,1.2833012287035497
155,1.0,0.171086,503.0,0.0,96.0,31.0,16.0,35.0,131.0,239.0,1072.0,40.0,100.0,13.0,1.0,0.0,0.0,0.0,57.395999999999994,31.399999999999995,7.0,,,0.5067368153762883,0.6336994460419957,-51.23333333333333,1.6744909357372608
156,4.0,1.03364,338.0,0.0,2.0,217.0,3.0,5.0,106.0,284.0,932.0,64.0,0.0,92.0,1.0,1.0,0.0,0.0,10.092,25.399999999999995,7.5,,,0.4101237126386113,1.3413175023900985,-37.31,1.469574836542573
157,1.0,0.252647,787.0,0.0,405.0,582.0,111.0,361.0,44.0,275.0,1206.0,38.0,100.0,0.0,1.0,0.0,0.0,0.0,2.8160000000000003,17.2,6.0,,,0.5470102947848703,1.0141417497939127,-3.3733333333333335,0.5165707913194916
158,3.0,0.826142,157.0,0.0,718.0,1196.0,153.0,62.0,78.0,240.0,511.0,66.0,42.0,1.0,27.0,0.0,0.0,0.0,24.197,,7.0,,,0.5237606727142015,1.2829066940232798,-6.876666666666666,0.8221371485883805
159,1.0,0.196017,220.0,0.0,541.0,1815.0,143.0,424.0,74.0,246.0,618.0,43.0,60.0,12.0,8.0,1.0,0.0,0.0,754.728,11.5,8.0,,,0.34980449975788314,0.9843672079963576,-23.42,1.1263865662371957
160,1.0,0.120973,106.0,0.0,829.0,1868.0,104.0,653.0,45.0,219.0,448.0,40.0,99.0,2.0,94.0,0.0,0.0,0.0,0.002,17.1,7.25,,,0.0634455326576168,0.350892639800289,-354.86999999999995,2.042415977889487
161,1.0,0.218843,465.0,0.0,255.0,635.0,33.0,49.0,111.0,220.0,989.0,31.0,59.0,26.0,21.0,0.0,0.0,0.0,861.629,20.8,7.0,9.95,120.00825814402519,0.4334350380437297,0.9503390045274352,-790.17,2.601189068964804
162,1.0,0.12033900000000002,457.0,0.0,15.0,9.0,6.0,0.0,147.0,220.0,1058.0,36.0,40.0,100.0,0.0,10.0,0.0,0.0,25.496,22.899999999999995,6.5,5.8,67.55773606469079,0.0649228487850943,0.08336683991722331,-16.993333333333332,0.9377048264261366
163,4.0,0.93274,136.0,0.0,37.0,1354.0,3.0,22.0,89.0,272.0,464.0,33.0,26.0,38.0,3.0,51.0,0.0,0.0,299.058,16.9,8.49,,,0.3480398903890188,1.374016191393786,-539.65,2.139209344645336
164,5.0,2.62123,429.0,43.0,301.0,195.0,40.0,11.0,117.0,259.0,1054.0,48.0,85.0,14.0,3.0,1.0,0.0,0.0,73.109,27.3,7.5,,,0.6067303784041004,1.6624599736296857,-6.263333333333333,0.7763879820823331
165,2.0,0.329494,207.0,0.0,489.0,3083.0,157.0,123.0,-2.0,239.0,571.0,26.0,97.0,1.0,23.0,1.0,0.0,7.0,2.72,14.199999999999998,7.239999999999999,7.599999999999999,106.8538565995168,0.3329487522406173,1.2910746579690129,-17.963333333333335,1.0602732748152535
166,2.0,0.394221,68.0,0.0,877.0,717.0,168.0,172.0,85.0,208.0,372.0,58.0,73.0,2.0,33.0,0.0,0.0,0.0,0.0,15.839999999999998,8.18,9.75,107.32709911657248,0.3536436894892457,1.0763909018880322,-3288.0266666666666,3.5041006059576847
167,2.0,0.412787,69.0,0.0,903.0,622.0,120.0,131.0,88.0,211.0,339.0,52.0,0.0,4.0,91.0,0.0,0.0,0.0,0.0,20.57,8.45,10.06,120.5983366264224,0.3497700448003333,1.0994190344362254,-6.239999999999999,0.7916525418393568
168,2.0,0.441065,71.0,0.0,547.0,444.0,66.0,115.0,97.0,220.0,262.0,39.0,0.0,4.0,96.0,0.0,0.0,0.0,0.0,20.46,7.84,9.02,105.60287723728486,0.38429829573956703,1.1271586789909662,-45.50333333333333,1.6332344421469116
169,2.0,0.354995,232.0,0.0,570.0,887.0,90.0,194.0,65.0,202.0,552.0,87.0,36.0,6.0,94.0,3.0,0.0,0.0,0.564,17.86,7.82,9.04,105.96154042375508,0.5238578839435206,1.144174629750893,-3092.5466666666666,3.489962072898198
170,,,,,,,,,,,,,,,,,,,,17.54,7.73,9.47,,,,-4.33,0.6357137467396204
171,3.0,0.560784,119.0,0.0,571.0,490.0,52.0,111.0,87.0,219.0,268.0,38.0,26.0,31.0,40.0,35.0,0.0,0.0,60.808,19.43,8.59,9.81,113.15041396530609,0.5032255481429951,1.131819569493171,-69.06333333333333,1.828455823154542
172,2.0,0.276592,481.0,0.0,613.0,1152.0,151.0,605.0,50.0,185.0,1199.0,188.0,91.0,0.0,59.0,0.0,0.0,0.0,0.19000000000000003,13.61,8.04,9.67,106.89760949687177,0.4801446893413621,0.9136385493745202,-5.576666666666667,0.718073460733236
173,1.0,0.162056,426.0,0.0,610.0,1275.0,135.0,461.0,45.0,184.0,1211.0,187.0,95.0,0.0,13.0,0.0,0.0,0.0,0.04800000000000001,13.160000000000002,7.760000000000001,9.43,104.75322255822796,0.4002287712493063,0.8198039483596061,-3897.53,3.5907339297384637
174,2.0,0.322388,496.0,0.0,0.0,1015.0,197.0,0.0,57.0,187.0,1039.0,170.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.199999999999998,7.849999999999999,9.39,103.4311190105537,0.4588886339507588,0.933332814815103,-2.44,0.3814762652656662
175,3.0,0.558143,460.0,0.0,640.0,1059.0,125.0,449.0,55.0,190.0,1003.0,158.0,88.0,0.0,8.0,0.0,0.0,0.0,0.143,13.61,8.0,9.68,105.81197491333717,0.6510899173704159,1.1086081693418888,-4.26,0.6292879143828345
176,3.0,0.558143,460.0,0.0,640.0,1059.0,125.0,449.0,55.0,190.0,1003.0,158.0,88.0,0.0,8.0,0.0,0.0,0.0,0.143,12.589999999999998,7.79,9.92,105.99556642291331,0.6510899173704159,1.1086081693418888,-10.803333333333335,1.0327804736258985
177,4.0,1.163,269.0,49.0,598.0,956.0,154.0,71.0,60.0,200.0,679.0,103.0,70.0,1.0,81.0,1.0,0.0,0.0,3.1749999999999994,19.15,8.22,9.48,115.03008166375162,0.8294085246226303,1.3710011820843053,-35.85666666666666,1.4842919181346668
178,2.0,0.162217,24.0,0.0,1021.0,263.0,73.0,62.0,111.0,220.0,209.0,27.0,53.0,45.0,9.0,34.0,0.0,0.0,17.348,22.45,8.19,8.37,99.65562514850188,0.2514621306142977,0.9287875469463577,-14.07,1.144179117124761
179,1.0,0.0901205,39.0,0.0,605.0,296.0,29.0,65.0,109.0,217.0,204.0,26.0,0.0,60.0,36.0,39.0,0.0,0.0,11.219,22.19,8.22,10.9,129.64775585275794,0.1614702601139099,0.6165228113440198,-2737.6733333333336,3.4133689076679725
180,6.0,1.98533,79.0,486.0,632.0,341.0,47.0,26.0,101.0,231.0,203.0,28.0,28.0,36.0,64.0,32.0,0.0,0.0,19.92,19.08,8.19,10.24,115.19350042984983,0.889364378815377,1.600530028048177,-21.906666666666666,1.3221617218467447
181,5.0,1.36914,139.0,268.0,733.0,563.0,71.0,56.0,83.0,218.0,324.0,47.0,27.0,25.0,64.0,27.0,0.0,0.0,61.592,16.28,7.8,9.81,106.98995285657531,0.7900338926080501,1.432943054816392,-104.07,1.999961830846527
182,5.0,1.36914,139.0,268.0,733.0,563.0,71.0,56.0,83.0,218.0,324.0,47.0,27.0,25.0,64.0,27.0,0.0,0.0,61.592000000000006,17.45,7.81,10.33,115.45121333181352,0.7900338926080502,1.432943054816392,-5.093333333333333,0.7064726732727732
183,3.0,0.841697,662.0,0.0,265.0,904.0,86.0,0.0,60.0,187.0,1156.0,180.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,7.19,8.96,95.80437260525868,0.7015777930537825,1.2434940587253265,-3.2066666666666666,0.4251149048164577
184,2.0,0.333333,649.0,0.0,474.0,1015.0,125.0,310.0,54.0,186.0,1245.0,193.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,8.02,9.84,103.75954552222568,0.5236024844720496,0.9521739130434784,-18.26666666666667,1.235913680823051
185,4.0,0.8774640000000001,628.0,115.0,744.0,984.0,124.0,97.0,57.0,187.0,1177.0,183.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0030000000000000005,18.79,8.29,9.02,109.0242188787832,0.8165726650349402,1.2240076620197935,-73.57666666666667,1.8213045132182766
186,4.0,0.980312,950.0,0.0,414.0,870.0,145.0,40.0,60.0,187.0,1390.0,215.0,84.0,0.0,0.0,0.0,0.0,0.0,0.139,14.94,7.69,9.46,104.05189232720738,0.860062531840294,1.277707299044042,-10.266666666666667,0.9717561779653204
187,2.0,0.264653,1190.0,0.0,487.0,1297.0,211.0,1522.0,36.0,179.0,1871.0,283.0,100.0,0.0,0.0,0.0,0.0,0.0,0.002,14.6,7.849999999999999,9.61,110.48316559837303,0.6110844818616951,0.866649553272255,-3.15,0.49529131402894283
188,1.0,0.20639,161.0,0.0,679.0,871.0,79.0,224.0,64.0,213.0,464.0,68.0,49.0,4.0,51.0,5.0,0.0,0.0,0.235,13.770000000000001,7.55,6.32,67.77007132221296,0.5584602824436763,1.2645694731539543,-2621.036666666667,3.4019996517852937
189,3.0,0.333955,194.0,0.0,562.0,927.0,104.0,111.0,61.0,207.0,567.0,85.0,35.0,2.0,93.0,0.0,0.0,0.0,0.48500000000000004,17.71,7.900000000000001,9.08,106.61668111517427,0.5096863119310523,1.042345112413727,-1846.2633333333333,3.264548722290692
190,4.0,0.8389320000000001,48.0,0.0,9.0,204.0,1.0,7.0,114.0,227.0,184.0,24.0,0.0,75.0,26.0,24.0,0.0,0.0,8.243,18.24,7.5,6.580000000000001,71.57920306069914,0.443944429921201,1.3427568435597717,-3624.0,3.5591410387370317
191,4.0,1.03188,54.0,0.0,229.0,238.0,26.0,9.0,112.0,229.0,187.0,25.0,39.0,47.0,50.0,22.0,0.0,0.0,5.125,20.46,8.83,12.89,147.21166162097967,0.4985180423367714,1.3950313173778737,-2820.6966666666667,3.446777063628481
192,3.0,0.630185,61.0,0.0,416.0,346.0,50.0,51.0,104.0,226.0,224.0,33.0,5.0,10.0,87.0,0.0,0.0,0.0,0.0,23.53,8.28,9.37,115.01504793551078,0.4012639140999414,1.236446057951806,-18.063333333333333,1.2559473988354533
193,1.0,0.165972,281.0,0.0,624.0,866.0,119.0,371.0,69.0,199.0,629.0,103.0,94.0,0.0,60.0,0.0,0.0,0.0,0.106,15.5,7.69,8.41,93.57806875896024,0.3543639440843797,0.8674391527007596,-17.953333333333333,1.2481473131208387
194,3.0,0.643082,175.0,0.0,622.0,492.0,69.0,111.0,90.0,213.0,367.0,59.0,38.0,12.0,78.0,3.0,0.0,0.0,4.873,18.19,8.03,9.15,102.94609281861472,0.4966731283072247,1.2741656624927962,-40.4,1.5964601217989376
195,3.0,0.686616,123.0,0.0,184.0,288.0,10.0,52.0,103.0,225.0,268.0,42.0,2.0,44.0,44.0,26.0,0.0,0.0,6.705000000000001,19.71,8.41,11.0,124.51888578373273,0.4784381061728427,1.2625771814499365,-12.096666666666666,1.074277842893408
196,4.0,0.875695,451.0,806.0,740.0,959.0,155.0,100.0,62.0,191.0,846.0,142.0,100.0,0.0,60.0,0.0,0.0,0.0,0.49300000000000005,9.51,8.05,10.38,102.03854796494312,0.7601224421998465,1.2153258402081832,-4.29,0.6019511234431937
197,2.0,0.409759,687.0,0.0,918.0,1125.0,159.0,128.0,53.0,179.0,1446.0,227.0,100.0,0.0,0.0,0.0,0.0,0.0,0.162,5.82,7.46,11.22,102.76331822524192,0.6099075118823052,1.0229020270711804,-3.573333333333333,0.5522023896875317
198,3.0,0.694932,625.0,0.0,351.0,939.0,79.0,28.0,60.0,183.0,1183.0,195.0,100.0,0.0,0.0,0.0,0.0,0.0,0.081,12.1,7.5,10.18,106.02553222451796,0.6844977789481274,1.141717843338255,-5.633333333333333,0.7467755775585383
