Study_Code,Sample_ID,INC_Method,Vial_Break_Method,SED_INC_DESC
WHONDRS_S19S,S19S_0012_SED_INC-D,SED_INC_000,VB_010,SED_INC_DESC_002
WHONDRS_S19S,S19S_0057_SED_INC-U,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0057_SED_INC-D,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0057_SED_INC-M,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0065_SED_INC-U,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0065_SED_INC-D,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0065_SED_INC-M,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0078_SED_INC-U,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0078_SED_INC-D,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0078_SED_INC-M,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0079_SED_INC-U,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0079_SED_INC-D,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0079_SED_INC-M,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0091_SED_INC-U,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0091_SED_INC-D,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0091_SED_INC-M,SED_INC_000,VB_000,SED_INC_DESC_002
WHONDRS_S19S,S19S_0089_SED_INC-M,SED_INC_004,VB_000,SED_INC_DESC_000
WHONDRS_S19S,S19S_0097_SED_INC-M,SED_INC_001,VB_000,SED_INC_DESC_000
WHONDRS_S19S,S19S_0097_SED_INC-U,SED_INC_004,VB_000,SED_INC_DESC_000
