Method_Name,Method_ID,Method_Type,Method_Description,Method_Instrument,Method_Lab
NPOC_Typical,NPOC_T_PREP_005,MethodID_Preparation,Samples were brought to room temperature before analysis. Samples were diluted if concentrations were anticipated to be too high for instrument responses.,N/A,Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
NPOC_Typical,NPOC_T_AN_005,MethodID_Analysis,Online acidification with 8 percent hydrochloric acid; sparge time for 2 minutes and 30 seconds; 3 washes of the syringe; Injection volume: 150 microliters; Furnace temperature: 720 degC; potassium hydrogen phthalate standard with concentration ranges 0-30 milligrams per liter; standards made within 7 days of run and kept at 4 degC between runs; Best 3 of 5 injections; Accepted deviation up to 0.1 milligrams per liter or 2 percent coefficient of variation.,Shimadzu Total Organic Carbon L series (TOC-L) with a Total Nitrogen Measurement L series (TNM-L),Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
NPOC_Typical,NPOC_T_DP_005,MethodID_DataProcessing,Manually checked data and calibration curves prior to uploading data. Raw data was processed through a data evaluation script that flagged samples below limit of detection and outside of the standard curve. The coefficient of variation (CV) was calculated among replicates; samples were flagged if CV was outside a given threshold. The flags indicate the limits of detection and CV where applicable.,N/A,Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
OCN_Vial_Break_Method,VB_OCN_001,MethodID_Inspection,Non-purgeable organic carbon (NPOC)/total nitrogen (TN) vial broke. Sample lost.,N/A,Pacific Northwest National Laboratory (PNNL)
OCN_Vial_Inspection_Method,VI_OCN_003,MethodID_Inspection,Non-purgeable organic carbon (NPOC)/total nitrogen (TN) vial underfilled.,N/A,Pacific Northwest National Laboratory (PNNL)
OCN_Vial_Inspection_Method,VI_OCN_004,MethodID_Inspection,Non-purgeable organic carbon (NPOC)/total nitrogen (TN) sample not collected.,N/A,Pacific Northwest National Laboratory (PNNL)
OCN_Vial_Inspection_Method,VI_OCN_006,MethodID_Inspection,Non-purgeable organic carbon (NPOC)/total nitrogen (TN) sample not collected. Used 30 milliliters of sample from BWT-1.,N/A,Pacific Northwest National Laboratory (PNNL)
OCN_Vial_Inspection_Method,VI_OCN_007,MethodID_Inspection,Non-purgeable organic carbon (NPOC)/total nitrogen (TN) was not analyzed within 2 week hold period resulting in no data reported.,N/A,Pacific Northwest National Laboratory (PNNL)
RATE_Method_QA_QC,RATE_000,MethodID_DataProcessing,A theoretical respiration rate was calculated and used in place of a measured value because the dissolved oxygen at time zero was lower than 5 milligrams per liter. This theoretical rate is calculated assuming that we start at 100 percent dissolved oxygen saturation conditions (set at 8.5 milligrams per liter for the laboratory pressure and temperature). Rates are calculated assuming that it takes 30 seconds to go from 8.5 milligrams per liter to the measured dissolved oxygen value at time zero.,N/A,Pacific Northwest National Laboratory (PNNL)
RATE_Method_QA_QC,RATE_001,MethodID_DataProcessing,A theoretical respiration rate was calculated and used in place of a measured value (rather than a measured rate) although the sample did not meet the standard criteria for deciding when to calculate a theoretical rate versus using a measured value (see description for RATE_000). A theoretical rate was used here due to the other 2 (out of the 3) replicates meeting the criteria. (With this replacement) all replicates for this set of replicates are calculated theoretical rates.,N/A,Pacific Northwest National Laboratory (PNNL)
RATE_Method_QA_QC,RATE_002,MethodID_DataProcessing,Respiration rate was removed because it met the criteria for a calculated theoretical rate (see description for RATE_000) but the other 2 replicates (out of 3) did not. A theoretical rate was eliminated from the data if 2 out of the 3 replicates had measured respiration rates.,N/A,Pacific Northwest National Laboratory (PNNL)
SCN_Vial_Inspection_Method,VI_SCN_001,MethodID_Inspection,Sediment was frozen upon arrival.,N/A,Pacific Northwest National Laboratory (PNNL)
SFE_Acidification_Method,SFE_ACID_001,MethodID_Preservation,The pH of the sediment iron (Fe II) sample was not correctly adjusted for analysis due to insufficient acidification. Data was removed.,N/A,Pacific Northwest National Laboratory (PNNL)
SFE_Deviation,SFE_001,MethodID_Analysis,Sample was incubated with 2.5 milliliters of sediment instead of 10 milliliters of sediment.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
SFE_RERUN,SFE_RERUN_001,MethodID_Analysis,Sample was rerun because it fell outside of the calibration curve. A 2-times (2x) dilution (70 microliters of reacted sample plus 70 microliters of 0.5 molar hydrochloric acid) was made to achieve total volume of 140 microliters.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
SFE_RERUN,SFE_RERUN_002,MethodID_Analysis,Sample was rerun with 5 additional analytical replicates because coefficient of variation was greater than 10 percent and range of concentration was greater than 0.04 milligrams iron per liter. At least 3 and up to 8 analytical replicates were used to obtain a coefficient of variation less than 10 percent or a range less than 0.04 milligrams iron per liter.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
SFE_Vial_Break_Method,VB_SFE_001,MethodID_Inspection,Vial broken. Not able to subsample for iron (II) analysis.,N/A,Pacific Northwest National Laboratory (PNNL)
SFE_Vial_Inspection_Method,VI_SFE_001,MethodID_Inspection,Sediment was not collected.,N/A,Pacific Northwest National Laboratory (PNNL)
SFE_Vial_Inspection_Method,VI_SFE_002,MethodID_Inspection,Kit arrived to lab over holiday and Fe (II) analysis could not be completed.,N/A,Pacific Northwest National Laboratory (PNNL)
SSA_Deviation,SSA_000,MethodID_Analysis,Sample got bumped; lost some sample and had to be reran.,N/A,Pacific Northwest National Laboratory (PNNL)
SSA_Deviation,SSA_001,MethodID_Analysis,Sample had sodium chloride solution accidentally added to it.,N/A,Pacific Northwest National Laboratory (PNNL)
SSA_Method_QA_QC,SSA_QAQC_000,MethodID_DataProcessing,Outlier value removed after running Dixon test that determines which is most significantly different from other replicates.,N/A,Pacific Northwest National Laboratory (PNNL)
SSA_Method_QA_QC,SSA_QAQC_001,MethodID_DataProcessing,Coefficient of variation (CV) is over 0.30 threshold.,N/A,Pacific Northwest National Laboratory (PNNL)
SSA_RERUN,SSA_RERUN_000,MethodID_Analysis,Sample was rerun due to coefficient of variation being over the criteria described in the method typical code.,N/A,Pacific Northwest National Laboratory (PNNL)
SSA_Typical,SSA_T_IN_000,MethodID_Inspection,Vials were intact.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
SSA_Typical,SSA_T_ST_000,MethodID_Storage,Stored at room temperature.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
SSA_Typical,SSA_T_PRES_000,MethodID_Preservation,No preservatives added.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
SSA_Typical,SSA_T_PREP_000,MethodID_Preparation,Sediment tubes were uncapped and incubated for 2 days prior to analysis within an enclosed bin. The bin included a beaker with 50 milliliters of saturated sodium chloride solution to keep relative humidity levels to 75 percent. Prior to subsampling sediment was homogenized within tube and subsampled into 3 WP4C trays for measurement on WP4C.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
SSA_Typical,SSA_T_AN_000,MethodID_Analysis,The WP4C measures water potential by determining the relative humidity of the air above a sample in a sealed chamber. Once the sample comes into equilibrium with the vapor relative humidity is determined using the chilled mirror method. Mass of the sample was measured immediately after WP4C measurement and samples were placed in oven for 105 degC for two days. Dry weight of sample was measured within minutes of removing from oven. Using weights and water potential specific surface area was calculated using equation cited in (Tuller & Or; 2005) & (Yukselen & Kaya; 2006).,WP4C Dewpoint PotentiaMeter,Pacific Northwest National Laboratory (PNNL) – Richland
SSA_Typical,SSA_T_DP_000,MethodID_DataProcessing,Calculated specific surface area data was processed through a data evaluation script that calculated the coefficient of variation (CV) among replicates; samples were flagged if the coefficient of variation was outside a given threshold. Samples were rehomogenized and subsampled for two additional replicates. Negative values were removed from final values and then a Dixon outlier test was completed to identify which replicates values to keep. The data value from one replicate was removed if the Dixon outlier test flagged the sample.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
TN_Method_QA_QC,TN_CV_030,MethodID_DataProcessing,Total nitrogen coefficient of variation (CV) was higher than the set threshold.,N/A,Pacific Northwest National Laboratory (PNNL)
TN_RERUN,TNRERUN_003,MethodID_Analysis,Sample was rerun because it fell outside of the calibration curve. An additional dilution was made from the leftover sample from the first run.,N/A,Pacific Northwest National Laboratory (PNNL)
TN_RERUN,TNRERUN_004,MethodID_Analysis,Sample was rerun due to coefficient of variation between replicates being greater than 30 percent. Remaining sample had to be diluted with MilliQ water to obtain enough volume for analysis. This is the second time this sample has been run. Data is usable.,N/A,Pacific Northwest National Laboratory (PNNL)
TN_Typical,TN_T_IN_005,MethodID_Inspection,Vials were intact and filled to appropriate levels.,N/A,Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
TN_Typical,TN_T_ST_005,MethodID_Storage,Vials were placed on blue ice after collection and then stored at 4 degC (refrigerator) until they were transferred or shipped to Pacific Northwest National Laboratory (PNNL) – Sequim/Richland Campus. Vials were placed under blue ice while in transit. At PNNL –  Sequim Campus they were stored at 4 degC.,N/A,Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
TN_Typical,TN_T_PRES_005,MethodID_Preservation,Samples were filtered in the field to 0.22 microns and kept at 4 degC until analysis for no longer than 14 days.,N/A,Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
TN_Typical,TN_T_PREP_005,MethodID_Preparation,Samples were brought to room temperature before analysis. Samples were diluted if concentrations were anticipated to be too high for instrument responses.,N/A,Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
TN_Typical,TN_T_AN_005,MethodID_Analysis,Sparge time for 2 minutes and 30 seconds; 3 washes of the syringe; Injection volume: 150 microliters; Furnace temperature: 720 degC; potassium nitrate standard with concentration ranges 0-3 milligrams per liter; standards made within 7 days of run and kept at 4 degC between runs; Best 3 of 5 injections; Accepted deviation up to 0.1 milligrams per liter or 2 percent coefficient of variation.,Shimadzu Total Organic Carbon L series (TOC-L) with a Total Nitrogen Measurement L series (TNM-L),Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
TN_Typical,TN_T_DP_005,MethodID_DataProcessing,Manually checked data and calibration curves prior to uploading data. Raw data was processed through a data evaluation script that flagged samples below limit of detection and outside of the standard curve. The coefficient of variation (CV) was calculated among replicates; samples were flagged if CV was outside a given threshold. The flags indicate the limits of detection and CV where applicable.,N/A,Pacific Northwest National Laboratory (PNNL) – Sequim/Richland
XRD_Method_QA_QC,XRD_QAQC_001,MethodID_DataProcessing,Preferential orientation for quartz.,N/A,Pacific Northwest National Laboratory (PNNL)
XRD_Method_QA_QC,XRD_QAQC_002,MethodID_DataProcessing,Preferential orientation for albite.,N/A,Pacific Northwest National Laboratory (PNNL)
XRD_Method_QA_QC,XRD_QAQC_003,MethodID_DataProcessing,Mostly amorphous.,N/A,Pacific Northwest National Laboratory (PNNL)
XRD_Method_QA_QC,XRD_QAQC_004,MethodID_DataProcessing,Contains smectite but not able to be quantified.,N/A,Pacific Northwest National Laboratory (PNNL)
XRD_Typical,XRD_T_IN_000,MethodID_Inspection,Vials were intact.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
XRD_Typical,XRD_T_ST_000,MethodID_Storage,Samples were stored in 2 milliliter Eppi tubes at 4 degC before drying at 60 degC. Dried samples were ground in a ball mill until no large pieces remained. Ground solid sediment samples were stored at room temperature in capitol vials in a box with desiccant.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
XRD_Typical,XRD_T_PRES_000,MethodID_Preservation,No preservatives added.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
XRD_Typical,XRD_T_PREP_000,MethodID_Preparation,Ground solid sample was scooped into sample holder and surface was smoothed with a glass slide.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
XRD_Typical,XRD_T_AN_000,MethodID_Analysis,Powder x-ray diffraction (XRD) patterns were collected from powders packed into zero-background well holders using a Rigaku SmartLab SE diffractometer. The instrument employed Bragg-Brentano geometry with a Cu X-ray source (lambda equals 1.5418 angstrom; a variable divergence slit; and a high-speed D/teX Ultra 250 one dimension (1D) detector. Patterns were collected between 2 and 100 degree 2 theta at intervals of 0.01 degree 2 theta; scanning at 2 degree 2 theta per minute.,Rigaku SmartLab SE diffractometer,Environmental Molecular Sciences Laboratory; Pacific Northwest National Laboratory (PNNL) – Richland
XRD_Typical,XRD_T_DP_000,MethodID_DataProcessing,Quantification of minerals was performed by the Rietveld method using TOPAS (v6; Bruker AXS). This method combines x-ray diffraction (XRD) patterns from the substituent minerals calculated from their crystal structures to provide the best fit with the observed pattern. Because of the number of samples analyzed the refinements were performed semi-automatically for using the scripting language of Topas and selected results recorded in a text file. For each mineral the scale factor cell parameters (constrained within about 0.5 percent of the expected values) and crystallite size were refined. To avoid the peaks of weak minerals broadening excessively the minimum crystallite size was also constrained to be greater than 30 – 100 nanometers depending on the typical minimum values found for that mineral. Preferred orientation was observed for some minerals (mica; quartz; feldspar); and where this was evident a March-Dollase preferred orientation correction was also refined. The scale factors and unit cell contents from the Rietveld refinement were used to determine the relative quantities of the minerals which are presented scaled to a total of 100 percent.,N/A,Pacific Northwest National Laboratory (PNNL) – Richland
XRD_Vial_Inspection_Method,VI_XRD_001,MethodID_Inspection,Sediment was not collected.,N/A,Pacific Northwest National Laboratory (PNNL)
