Study_Code,Sample_ID,Date,StartMeasureTime,StopMeasureTime,M1_DO_mg_per_L,M2_DO_mg_per_L,M3_DO_mg_per_L,AVG_DO_mg_per_L,Temperature_degreesC
WHONDRS_S19S,S19S_0022_SED_INC-M,8/7/2019,10:54:00 AM,10:55:00 AM,8.88,8.86,8.87,8.87,21.1
WHONDRS_S19S,S19S_0022_SED_INC-M,8/7/2019,11:09:00 AM,11:09:00 AM,8.85,8.84,8.88,8.86,21.1
WHONDRS_S19S,S19S_0022_SED_INC-M,8/7/2019,11:38:00 AM,11:39:00 AM,8.66,8.67,8.71,8.68,20.9
WHONDRS_S19S,S19S_0022_SED_INC-M,8/7/2019,12:05:00 PM,12:05:00 PM,8.52,8.52,8.51,8.52,21.2
WHONDRS_S19S,S19S_0022_SED_INC-M,8/7/2019,12:37:00 PM,12:37:00 PM,8.24,8.27,8.29,8.27,21.1
WHONDRS_S19S,S19S_0022_SED_INC-U,8/7/2019,9:36:00 AM,9:36:00 AM,8.54,8.57,8.58,8.56,20.9
WHONDRS_S19S,S19S_0022_SED_INC-U,8/7/2019,9:46:00 AM,9:47:00 AM,8.83,8.87,8.85,8.85,20.9
WHONDRS_S19S,S19S_0022_SED_INC-U,8/7/2019,10:02:00 AM,10:03:00 AM,8.89,8.83,8.82,8.85,21.1
WHONDRS_S19S,S19S_0022_SED_INC-U,8/7/2019,10:15:00 AM,10:15:00 AM,8.79,8.79,8.82,8.8,20.8
WHONDRS_S19S,S19S_0022_SED_INC-U,8/7/2019,10:53:00 AM,10:53:00 AM,9.07,9.11,9.03,9.07,21.1
WHONDRS_S19S,S19S_0022_SED_INC-U,8/7/2019,11:08:00 AM,11:09:00 AM,8.9,8.9,8.94,8.91,20.9
WHONDRS_S19S,S19S_0022_SED_INC-U,8/7/2019,11:37:00 AM,11:30:00 AM,8.72,8.71,8.66,8.7,21
WHONDRS_S19S,S19S_0022_SED_INC-U,8/7/2019,12:04:00 PM,12:04:00 PM,8.52,8.49,8.53,8.51,21
WHONDRS_S19S,S19S_0022_SED_INC-U,8/7/2019,12:36:00 PM,12:37:00 PM,8.32,8.28,8.31,8.3,20.9
WHONDRS_S19S,S19S_0023_SED_INC-D,8/8/2019,9:02:00 AM,9:02:00 AM,7.16,7.16,7.15,7.16,21.4
WHONDRS_S19S,S19S_0023_SED_INC-D,8/8/2019,9:17:00 AM,9:18:00 AM,4.33,4.34,4.33,4.33,21.1
WHONDRS_S19S,S19S_0023_SED_INC-M,8/8/2019,9:04:00 AM,9:05:00 AM,8.09,8.06,8.06,8.07,21
WHONDRS_S19S,S19S_0023_SED_INC-M,8/8/2019,9:17:00 AM,9:17:00 AM,6.17,6.16,6.17,6.17,21.1
WHONDRS_S19S,S19S_0023_SED_INC-M,8/8/2019,9:34:00 AM,9:34:00 AM,4.42,4.43,4.42,4.42,21.2
WHONDRS_S19S,S19S_0023_SED_INC-U,8/8/2019,9:02:00 AM,9:02:00 AM,6.26,6.19,6.16,6.2,21.2
WHONDRS_S19S,S19S_0023_SED_INC-U,8/8/2019,9:16:00 AM,9:16:00 AM,0,0,0,0,20.8
WHONDRS_S19S,S19S_0024_SED_INC-D,8/21/2019,9:54:00 AM,9:54:00 AM,4,3.95,3.88,3.94,20.9
WHONDRS_S19S,S19S_0024_SED_INC-D,8/21/2019,9:55:00 AM,9:55:00 AM,2.88,2.83,2.76,2.82,21.1
WHONDRS_S19S,S19S_0024_SED_INC-M,8/21/2019,9:49:00 AM,9:50:00 AM,3.88,3.79,3.71,3.79,21.1
WHONDRS_S19S,S19S_0024_SED_INC-M,8/21/2019,9:51:00 AM,9:51:00 AM,1.73,1.67,1.63,1.68,21.2
WHONDRS_S19S,S19S_0024_SED_INC-U,8/21/2019,9:54:00 AM,9:54:00 AM,3.7,3.64,3.59,3.64,21.2
WHONDRS_S19S,S19S_0024_SED_INC-U,8/21/2019,9:55:00 AM,9:55:00 AM,2.62,2.55,2.49,2.55,21.4
WHONDRS_S19S,S19S_0025_SED_INC-D,8/8/2019,8:31:00 AM,8:32:00 AM,7.03,7.05,7.06,7.05,21.2
WHONDRS_S19S,S19S_0025_SED_INC-D,8/8/2019,8:44:00 AM,8:44:00 AM,4.03,3.81,3.66,3.83,21.1
WHONDRS_S19S,S19S_0025_SED_INC-M,8/8/2019,8:29:00 AM,8:29:00 AM,7.37,7.35,7.35,7.36,21.4
WHONDRS_S19S,S19S_0025_SED_INC-M,8/8/2019,8:43:00 AM,8:44:00 AM,2.73,2.71,2.71,2.72,21.3
WHONDRS_S19S,S19S_0025_SED_INC-U,8/8/2019,8:32:00 AM,8:33:00 AM,8.26,8.23,8.24,8.24,21
WHONDRS_S19S,S19S_0025_SED_INC-U,8/8/2019,8:45:00 AM,8:45:00 AM,6.91,6.91,6.9,6.91,20.8
WHONDRS_S19S,S19S_0025_SED_INC-U,8/8/2019,8:56:00 AM,8:57:00 AM,5.15,5.15,5.16,5.15,21.1
WHONDRS_S19S,S19S_0026_SED_INC-D,8/7/2019,8:19:00 AM,8:19:00 AM,8.17,8.13,8.11,8.14,21.4
WHONDRS_S19S,S19S_0026_SED_INC-D,8/7/2019,8:36:00 AM,8:36:00 AM,6.02,5.99,5.98,6,21.3
WHONDRS_S19S,S19S_0026_SED_INC-D,8/7/2019,8:46:00 AM,8:46:00 AM,5.36,5.31,5.29,5.32,21.4
WHONDRS_S19S,S19S_0026_SED_INC-M,8/7/2019,8:10:00 AM,8:11:00 AM,8.49,8.47,8.5,8.49,20.8
WHONDRS_S19S,S19S_0026_SED_INC-M,8/7/2019,8:22:00 AM,8:23:00 AM,8.62,8.58,8.57,8.59,21.2
WHONDRS_S19S,S19S_0026_SED_INC-M,8/7/2019,8:35:00 AM,8:36:00 AM,8.55,8.52,8.58,8.55,21
WHONDRS_S19S,S19S_0026_SED_INC-M,8/7/2019,8:51:00 AM,8:51:00 AM,8.37,8.34,8.3,8.34,21
WHONDRS_S19S,S19S_0026_SED_INC-M,8/7/2019,9:04:00 AM,9:04:00 AM,8.03,8.04,8.06,8.04,21
WHONDRS_S19S,S19S_0026_SED_INC-M,8/7/2019,10:00:00 AM,10:00:00 AM,6.59,6.66,6.75,6.67,21.2
WHONDRS_S19S,S19S_0026_SED_INC-U,8/7/2019,8:10:00 AM,8:11:00 AM,8.44,8.46,8.48,8.46,21.1
WHONDRS_S19S,S19S_0026_SED_INC-U,8/7/2019,8:25:00 AM,8:25:00 AM,8.44,8.41,8.38,8.41,21.4
WHONDRS_S19S,S19S_0026_SED_INC-U,8/7/2019,8:44:00 AM,8:44:00 AM,8.14,8.13,8.13,8.13,21.4
WHONDRS_S19S,S19S_0026_SED_INC-U,8/7/2019,8:57:00 AM,8:58:00 AM,8.01,8,8.05,8.02,21.1
WHONDRS_S19S,S19S_0026_SED_INC-U,8/7/2019,9:07:00 AM,9:08:00 AM,7.89,7.84,7.85,7.86,21.2
WHONDRS_S19S,S19S_0026_SED_INC-U,8/7/2019,9:33:00 AM,9:33:00 AM,5.39,5.61,5.75,5.58,21.2
WHONDRS_S19S,S19S_0027_SED_INC-D,8/15/2019,10:01:00 AM,10:01:00 AM,8.67,8.66,8.69,8.67,21.2
WHONDRS_S19S,S19S_0027_SED_INC-D,8/15/2019,10:11:00 AM,10:12:00 AM,8.91,8.93,8.93,8.92,21.2
WHONDRS_S19S,S19S_0027_SED_INC-D,8/15/2019,10:25:00 AM,10:25:00 AM,8.85,8.87,8.85,8.86,21.4
WHONDRS_S19S,S19S_0027_SED_INC-D,8/15/2019,10:40:00 AM,10:40:00 AM,8.79,8.75,8.74,8.76,21.6
WHONDRS_S19S,S19S_0027_SED_INC-D,8/15/2019,10:53:00 AM,10:53:00 AM,8.65,8.62,8.58,8.62,21.6
WHONDRS_S19S,S19S_0027_SED_INC-D,8/15/2019,11:22:00 AM,11:22:00 AM,8.27,8.29,8.31,8.29,21.7
WHONDRS_S19S,S19S_0027_SED_INC-D,8/15/2019,11:49:00 AM,11:49:00 AM,8.12,8.13,8.1,8.12,21.3
WHONDRS_S19S,S19S_0027_SED_INC-M,8/15/2019,8:15:00 AM,8:15:00 AM,8.41,8.43,8.44,8.43,21.2
WHONDRS_S19S,S19S_0027_SED_INC-M,8/15/2019,8:27:00 AM,8:27:00 AM,8.43,8.41,8.37,8.4,21.2
WHONDRS_S19S,S19S_0027_SED_INC-M,8/15/2019,8:42:00 AM,8:42:00 AM,8.17,8.17,8.17,8.17,20.8
WHONDRS_S19S,S19S_0027_SED_INC-M,8/15/2019,9:00:00 AM,9:00:00 AM,7.83,7.84,7.84,7.84,21.1
WHONDRS_S19S,S19S_0027_SED_INC-M,8/15/2019,9:31:00 AM,9:31:00 AM,7.45,7.41,7.41,7.42,21.2
WHONDRS_S19S,S19S_0027_SED_INC-M,8/15/2019,10:05:00 AM,10:05:00 AM,6.97,6.95,6.95,6.96,21.1
WHONDRS_S19S,S19S_0027_SED_INC-U,8/15/2019,9:58:00 AM,9:58:00 AM,8.51,8.48,8.45,8.48,21.5
WHONDRS_S19S,S19S_0027_SED_INC-U,8/15/2019,10:13:00 AM,10:13:00 AM,8.34,8.31,8.3,8.32,21.1
WHONDRS_S19S,S19S_0027_SED_INC-U,8/15/2019,10:26:00 AM,10:26:00 AM,7.79,7.75,7.77,7.77,21.2
WHONDRS_S19S,S19S_0027_SED_INC-U,8/15/2019,10:41:00 AM,10:41:00 AM,7.09,7.11,7.1,7.1,21.5
WHONDRS_S19S,S19S_0027_SED_INC-U,8/15/2019,10:54:00 AM,10:54:00 AM,6.67,6.69,6.72,6.69,21.4
WHONDRS_S19S,S19S_0027_SED_INC-U,8/15/2019,11:21:00 AM,11:21:00 AM,5.99,5.98,5.93,5.97,21.5
WHONDRS_S19S,S19S_0028_SED_INC-D,8/8/2019,8:42:00 AM,8:43:00 AM,8.04,8.05,8.09,8.06,21.1
WHONDRS_S19S,S19S_0028_SED_INC-D,8/8/2019,8:55:00 AM,8:55:00 AM,7.26,7.25,7.27,7.26,20.8
WHONDRS_S19S,S19S_0028_SED_INC-D,8/8/2019,9:08:00 AM,9:08:00 AM,6.54,6.53,6.53,6.53,21
WHONDRS_S19S,S19S_0028_SED_INC-D,8/8/2019,9:18:00 AM,9:18:00 AM,6.02,6.03,6.01,6.02,21
WHONDRS_S19S,S19S_0028_SED_INC-D,8/8/2019,9:35:00 AM,9:35:00 AM,5.29,5.28,5.27,5.28,21.2
WHONDRS_S19S,S19S_0028_SED_INC-M,8/8/2019,8:40:00 AM,8:41:00 AM,7.85,7.83,7.82,7.83,21.5
WHONDRS_S19S,S19S_0028_SED_INC-M,8/8/2019,8:56:00 AM,8:56:00 AM,4.93,4.98,5.02,4.98,21.4
WHONDRS_S19S,S19S_0028_SED_INC-U,8/8/2019,8:41:00 AM,8:41:00 AM,7.88,7.91,7.92,7.9,21.1
WHONDRS_S19S,S19S_0028_SED_INC-U,8/8/2019,8:57:00 AM,8:57:00 AM,6.61,6.6,6.59,6.6,20.9
WHONDRS_S19S,S19S_0028_SED_INC-U,8/8/2019,9:09:00 AM,9:10:00 AM,5.41,5.42,5.44,5.42,20.9
WHONDRS_S19S,S19S_0029_SED_INC-D,8/7/2019,9:35:00 AM,9:36:00 AM,5.6,5.53,5.53,5.55,21.3
WHONDRS_S19S,S19S_0029_SED_INC-D,8/7/2019,9:39:00 AM,9:39:00 AM,3.69,3.78,3.85,3.77,21.5
WHONDRS_S19S,S19S_0029_SED_INC-M,8/7/2019,9:34:00 AM,9:34:00 AM,5.59,5.55,5.5,5.55,21.1
WHONDRS_S19S,S19S_0029_SED_INC-M,8/7/2019,9:39:00 AM,9:39:00 AM,2.14,2.24,2.31,2.23,21
WHONDRS_S19S,S19S_0029_SED_INC-U,8/7/2019,9:31:00 AM,9:31:00 AM,8.39,8.4,8.38,8.39,21.1
WHONDRS_S19S,S19S_0029_SED_INC-U,8/7/2019,9:45:00 AM,9:45:00 AM,7.46,7.49,7.47,7.47,20.9
WHONDRS_S19S,S19S_0029_SED_INC-U,8/7/2019,10:01:00 AM,10:02:00 AM,6.6,6.56,6.58,6.58,21.1
WHONDRS_S19S,S19S_0029_SED_INC-U,8/7/2019,10:14:00 AM,10:14:00 AM,5.78,5.8,5.81,5.8,21.1
WHONDRS_S19S,S19S_0030_SED_INC-U,8/16/2019,10:50:00 AM,10:50:00 AM,8.7,8.69,8.68,8.69,21.4
WHONDRS_S19S,S19S_0030_SED_INC-U,8/16/2019,11:01:00 AM,11:01:00 AM,7.76,7.81,7.81,7.79,21.4
WHONDRS_S19S,S19S_0030_SED_INC-U,8/16/2019,11:26:00 AM,11:27:00 AM,6.89,6.88,6.88,6.88,21.5
WHONDRS_S19S,S19S_0031_SED_INC-D,8/22/2019,10:29:00 AM,10:29:00 AM,8.42,8.39,8.4,8.4,21.2
WHONDRS_S19S,S19S_0031_SED_INC-D,8/22/2019,10:39:00 AM,10:39:00 AM,8.41,8.36,8.38,8.38,21.1
WHONDRS_S19S,S19S_0031_SED_INC-D,8/22/2019,10:56:00 AM,10:56:00 AM,8.11,8.11,8.14,8.12,21
WHONDRS_S19S,S19S_0031_SED_INC-D,8/22/2019,11:12:00 AM,11:12:00 AM,7.97,7.98,7.98,7.98,21.3
WHONDRS_S19S,S19S_0031_SED_INC-D,8/22/2019,11:43:00 AM,11:43:00 AM,7.68,7.66,7.66,7.67,21.1
WHONDRS_S19S,S19S_0031_SED_INC-D,8/22/2019,12:11:00 PM,12:11:00 PM,7.44,7.44,7.45,7.44,20.9
WHONDRS_S19S,S19S_0031_SED_INC-M,8/22/2019,10:23:00 AM,10:23:00 AM,8.44,8.46,8.48,8.46,20.9
WHONDRS_S19S,S19S_0031_SED_INC-M,8/22/2019,10:38:00 AM,10:38:00 AM,8.31,8.33,8.36,8.33,21
WHONDRS_S19S,S19S_0031_SED_INC-M,8/22/2019,10:54:00 AM,10:54:00 AM,8.24,8.24,8.28,8.25,20.9
WHONDRS_S19S,S19S_0031_SED_INC-M,8/22/2019,11:11:00 AM,11:11:00 AM,8.08,8.11,8.09,8.09,21.2
WHONDRS_S19S,S19S_0031_SED_INC-M,8/22/2019,11:41:00 AM,11:41:00 AM,8,8.03,8,8.01,21.1
WHONDRS_S19S,S19S_0031_SED_INC-M,8/22/2019,12:10:00 PM,12:10:00 PM,7.9,7.81,7.81,7.84,21.2
WHONDRS_S19S,S19S_0031_SED_INC-U,8/22/2019,10:26:00 AM,10:26:00 AM,8.51,8.52,8.55,8.53,21.4
WHONDRS_S19S,S19S_0031_SED_INC-U,8/22/2019,10:44:00 AM,10:44:00 AM,8.31,8.33,8.31,8.32,21.6
WHONDRS_S19S,S19S_0031_SED_INC-U,8/22/2019,10:57:00 AM,10:57:00 AM,8.27,8.25,8.28,8.27,21.4
WHONDRS_S19S,S19S_0031_SED_INC-U,8/22/2019,11:13:00 AM,11:13:00 AM,8.16,8.14,8.09,8.13,21.5
WHONDRS_S19S,S19S_0031_SED_INC-U,8/22/2019,11:25:00 AM,11:26:00 AM,8.14,8.12,8.16,8.14,21.2
WHONDRS_S19S,S19S_0031_SED_INC-U,8/22/2019,11:43:00 AM,11:43:00 AM,7.98,7.99,7.94,7.97,21.3
WHONDRS_S19S,S19S_0031_SED_INC-U,8/22/2019,11:58:00 AM,11:58:00 AM,7.87,7.89,7.87,7.88,21.2
WHONDRS_S19S,S19S_0031_SED_INC-U,8/22/2019,12:29:00 PM,12:29:00 PM,7.68,7.66,7.7,7.68,21
WHONDRS_S19S,S19S_0032_SED_INC-D,8/29/2019,8:58:00 AM,8:58:00 AM,8.29,8.3,8.28,8.29,21.1
WHONDRS_S19S,S19S_0032_SED_INC-D,8/29/2019,9:06:00 AM,9:06:00 AM,7.78,7.78,7.76,7.77,20.9
WHONDRS_S19S,S19S_0032_SED_INC-D,8/29/2019,9:26:00 AM,9:26:00 AM,6.18,6.15,6.16,6.16,21.1
WHONDRS_S19S,S19S_0032_SED_INC-M,8/29/2019,8:58:00 AM,8:59:00 AM,8.57,8.61,8.56,8.58,21.3
WHONDRS_S19S,S19S_0032_SED_INC-M,8/29/2019,9:07:00 AM,9:08:00 AM,8.43,8.43,8.45,8.44,21
WHONDRS_S19S,S19S_0032_SED_INC-M,8/29/2019,9:23:00 AM,9:23:00 AM,8,7.98,8,7.99,21.4
WHONDRS_S19S,S19S_0032_SED_INC-M,8/29/2019,9:39:00 AM,9:39:00 AM,7.67,7.7,7.73,7.7,21.3
WHONDRS_S19S,S19S_0032_SED_INC-M,8/29/2019,9:52:00 AM,9:52:00 AM,7.49,7.46,7.43,7.46,21.3
WHONDRS_S19S,S19S_0032_SED_INC-M,8/29/2019,10:22:00 AM,10:22:00 AM,6.88,6.87,6.88,6.88,21.2
WHONDRS_S19S,S19S_0032_SED_INC-M,8/29/2019,10:52:00 AM,10:52:00 AM,6.44,6.46,6.44,6.45,21.4
WHONDRS_S19S,S19S_0032_SED_INC-U,8/29/2019,8:55:00 AM,8:55:00 AM,7.97,7.94,7.9,7.94,21
WHONDRS_S19S,S19S_0032_SED_INC-U,8/29/2019,9:07:00 AM,9:07:00 AM,4.98,5.03,5.06,5.02,20.9
WHONDRS_S19S,S19S_0033_SED_INC-D,8/15/2019,8:09:00 AM,8:09:00 AM,8.69,8.62,8.63,8.65,21.2
WHONDRS_S19S,S19S_0033_SED_INC-D,8/15/2019,8:25:00 AM,8:25:00 AM,8.62,8.62,8.6,8.61,20.9
WHONDRS_S19S,S19S_0033_SED_INC-D,8/15/2019,8:40:00 AM,8:40:00 AM,8.31,8.31,8.29,8.3,21.1
WHONDRS_S19S,S19S_0033_SED_INC-D,8/15/2019,8:58:00 AM,8:58:00 AM,8.18,8.18,8.19,8.18,20.8
WHONDRS_S19S,S19S_0033_SED_INC-D,8/15/2019,9:29:00 AM,9:29:00 AM,7.82,7.83,7.83,7.83,20.8
WHONDRS_S19S,S19S_0033_SED_INC-D,8/15/2019,10:03:00 AM,10:03:00 AM,7.4,7.39,7.4,7.4,20.8
WHONDRS_S19S,S19S_0033_SED_INC-M,8/15/2019,8:11:00 AM,8:11:00 AM,8.72,8.72,8.72,8.72,21.2
WHONDRS_S19S,S19S_0033_SED_INC-M,8/15/2019,8:26:00 AM,8:26:00 AM,8.7,8.75,8.75,8.73,21
WHONDRS_S19S,S19S_0033_SED_INC-M,8/15/2019,8:41:00 AM,8:41:00 AM,8.52,8.49,8.5,8.5,21.1
WHONDRS_S19S,S19S_0033_SED_INC-M,8/15/2019,8:59:00 AM,8:59:00 AM,8.37,8.37,8.38,8.37,21
WHONDRS_S19S,S19S_0033_SED_INC-M,8/15/2019,9:30:00 AM,9:30:00 AM,8.06,8.09,8.09,8.08,21
WHONDRS_S19S,S19S_0033_SED_INC-M,8/15/2019,10:04:00 AM,10:04:00 AM,7.72,7.74,7.74,7.73,21
WHONDRS_S19S,S19S_0033_SED_INC-U,8/15/2019,9:55:00 AM,9:55:00 AM,8.64,8.61,8.6,8.62,21.3
WHONDRS_S19S,S19S_0033_SED_INC-U,8/15/2019,10:10:00 AM,10:11:00 AM,8.34,8.31,8.27,8.31,21.4
WHONDRS_S19S,S19S_0033_SED_INC-U,8/15/2019,10:24:00 AM,10:25:00 AM,7.89,7.94,7.95,7.93,21.1
WHONDRS_S19S,S19S_0033_SED_INC-U,8/15/2019,10:42:00 AM,10:42:00 AM,7.6,7.59,7.56,7.58,21.7
WHONDRS_S19S,S19S_0033_SED_INC-U,8/15/2019,10:55:00 AM,10:55:00 AM,7.27,7.25,7.28,7.27,21.6
WHONDRS_S19S,S19S_0033_SED_INC-U,8/15/2019,11:20:00 AM,11:21:00 AM,6.78,6.75,6.77,6.77,21.7
WHONDRS_S19S,S19S_0033_SED_INC-U,8/15/2019,11:51:00 AM,11:51:00 AM,6.25,6.26,6.3,6.27,21.3
WHONDRS_S19S,S19S_0034_SED_INC-D,8/8/2019,10:31:00 AM,10:31:00 AM,6.21,6.16,6.12,6.16,21.1
WHONDRS_S19S,S19S_0034_SED_INC-D,8/8/2019,10:36:00 AM,10:36:00 AM,3.07,2.99,2.93,3,21.6
WHONDRS_S19S,S19S_0034_SED_INC-M,8/8/2019,10:08:00 AM,10:09:00 AM,8.12,8.15,8.16,8.14,20.9
WHONDRS_S19S,S19S_0034_SED_INC-M,8/8/2019,10:24:00 AM,10:24:00 AM,7.42,7.38,7.35,7.38,21.2
WHONDRS_S19S,S19S_0034_SED_INC-M,8/8/2019,10:40:00 AM,10:40:00 AM,6.71,6.69,6.7,6.7,21.1
WHONDRS_S19S,S19S_0034_SED_INC-M,8/8/2019,10:56:00 AM,10:56:00 AM,6.03,6,6,6.01,21.2
WHONDRS_S19S,S19S_0034_SED_INC-M,8/8/2019,11:18:00 AM,11:18:00 AM,5.17,5.2,5.2,5.19,20.9
WHONDRS_S19S,S19S_0034_SED_INC-U,8/8/2019,10:35:00 AM,10:35:00 AM,7.7,7.7,7.73,7.71,21.4
WHONDRS_S19S,S19S_0034_SED_INC-U,8/8/2019,10:50:00 AM,10:50:00 AM,5.54,5.53,5.5,5.52,21.6
WHONDRS_S19S,S19S_0035_SED_INC-D,8/15/2019,8:52:00 AM,8:52:00 AM,8.8,8.76,8.78,8.78,20.9
WHONDRS_S19S,S19S_0035_SED_INC-D,8/15/2019,9:16:00 AM,9:16:00 AM,7.27,7.27,7.24,7.26,21.2
WHONDRS_S19S,S19S_0035_SED_INC-D,8/15/2019,9:34:00 AM,9:34:00 AM,6.52,6.5,6.5,6.51,20.9
WHONDRS_S19S,S19S_0035_SED_INC-D,8/15/2019,9:47:00 AM,9:47:00 AM,5.09,5.11,5.11,5.1,21.2
WHONDRS_S19S,S19S_0035_SED_INC-M,8/15/2019,10:30:00 AM,10:31:00 AM,8.27,8.27,8.28,8.27,21.2
WHONDRS_S19S,S19S_0035_SED_INC-M,8/15/2019,10:51:00 AM,10:51:00 AM,7.17,7.18,7.14,7.16,21.7
WHONDRS_S19S,S19S_0035_SED_INC-M,8/15/2019,10:59:00 AM,10:59:00 AM,6.78,6.77,6.78,6.78,21.7
WHONDRS_S19S,S19S_0035_SED_INC-M,8/15/2019,11:10:00 AM,11:10:00 AM,6.4,6.4,6.42,6.41,21.5
WHONDRS_S19S,S19S_0035_SED_INC-M,8/15/2019,11:25:00 AM,11:25:00 AM,5.98,5.99,6.01,5.99,21.7
WHONDRS_S19S,S19S_0035_SED_INC-U,8/15/2019,8:49:00 AM,8:49:00 AM,8.59,8.57,8.57,8.58,21.2
WHONDRS_S19S,S19S_0035_SED_INC-U,8/15/2019,9:17:00 AM,9:17:00 AM,7.38,7.35,7.27,7.33,20.9
WHONDRS_S19S,S19S_0035_SED_INC-U,8/15/2019,9:35:00 AM,9:35:00 AM,5.62,5.69,5.69,5.67,20.8
WHONDRS_S19S,S19S_0036_SED_INC-D,8/7/2019,8:07:00 AM,8:07:00 AM,7.88,7.9,7.9,7.89,21.1
WHONDRS_S19S,S19S_0036_SED_INC-D,8/7/2019,8:21:00 AM,8:21:00 AM,4.66,4.68,4.71,4.68,21.1
WHONDRS_S19S,S19S_0036_SED_INC-M,8/7/2019,8:09:00 AM,8:09:00 AM,8.62,8.67,8.64,8.64,21
WHONDRS_S19S,S19S_0036_SED_INC-M,8/7/2019,8:24:00 AM,8:24:00 AM,8.08,8.08,8.09,8.08,21.3
WHONDRS_S19S,S19S_0036_SED_INC-M,8/7/2019,8:43:00 AM,8:43:00 AM,7.67,7.66,7.67,7.67,21.1
WHONDRS_S19S,S19S_0036_SED_INC-M,8/7/2019,8:56:00 AM,8:56:00 AM,7.33,7.32,7.32,7.32,21.2
WHONDRS_S19S,S19S_0036_SED_INC-M,8/7/2019,9:06:00 AM,9:06:00 AM,6.89,6.91,6.91,6.9,21.1
WHONDRS_S19S,S19S_0036_SED_INC-M,8/7/2019,9:32:00 AM,9:32:00 AM,6.59,6.56,6.53,6.56,21.3
WHONDRS_S19S,S19S_0036_SED_INC-M,8/7/2019,10:02:00 AM,10:02:00 AM,5.58,5.6,5.63,5.6,21.2
WHONDRS_S19S,S19S_0036_SED_INC-U,8/7/2019,8:09:00 AM,8:09:00 AM,8.33,8.36,8.35,8.35,20.8
WHONDRS_S19S,S19S_0036_SED_INC-U,8/7/2019,8:23:00 AM,8:23:00 AM,6.98,6.95,6.96,6.96,20.8
WHONDRS_S19S,S19S_0036_SED_INC-U,8/7/2019,8:36:00 AM,8:37:00 AM,5.79,5.75,5.74,5.76,21.1
WHONDRS_S19S,S19S_0036_SED_INC-U,8/7/2019,8:38:00 AM,8:39:00 AM,5.54,5.56,5.57,5.56,20.8
WHONDRS_S19S,S19S_0037_SED_INC-D,8/15/2019,8:36:00 AM,8:36:00 AM,8.78,8.79,8.82,8.8,21
WHONDRS_S19S,S19S_0037_SED_INC-D,8/15/2019,8:57:00 AM,8:57:00 AM,7.53,7.52,7.56,7.54,21.2
WHONDRS_S19S,S19S_0037_SED_INC-D,8/15/2019,9:13:00 AM,9:13:00 AM,7.05,7.05,7.04,7.05,21.4
WHONDRS_S19S,S19S_0037_SED_INC-D,8/15/2019,9:18:00 AM,9:18:00 AM,6.98,6.96,6.96,6.97,21.3
WHONDRS_S19S,S19S_0037_SED_INC-D,8/15/2019,9:51:00 AM,9:51:00 AM,5.71,5.72,5.75,5.73,21.2
WHONDRS_S19S,S19S_0037_SED_INC-M,8/15/2019,9:55:00 AM,9:55:00 AM,8.4,8.34,8.32,8.35,21.1
WHONDRS_S19S,S19S_0037_SED_INC-M,8/15/2019,10:11:00 AM,10:11:00 AM,6.82,6.83,6.85,6.83,20.9
WHONDRS_S19S,S19S_0037_SED_INC-M,8/15/2019,10:25:00 AM,10:25:00 AM,6.09,6.06,6.06,6.07,21.1
WHONDRS_S19S,S19S_0037_SED_INC-M,8/15/2019,10:38:00 AM,10:38:00 AM,5.04,5.02,5.02,5.03,21.3
WHONDRS_S19S,S19S_0037_SED_INC-U,8/15/2019,9:15:00 AM,9:15:00 AM,8.51,8.51,8.48,8.5,21.1
WHONDRS_S19S,S19S_0037_SED_INC-U,8/15/2019,9:26:00 AM,9:26:00 AM,8.05,8.05,8.05,8.05,20.8
WHONDRS_S19S,S19S_0037_SED_INC-U,8/15/2019,9:40:00 AM,9:40:00 AM,6.49,6.49,6.54,6.51,20.8
WHONDRS_S19S,S19S_0037_SED_INC-U,8/15/2019,9:53:00 AM,9:53:00 AM,5.79,5.79,5.81,5.8,20.9
WHONDRS_S19S,S19S_0038_SED_INC-D,8/15/2019,9:10:00 AM,9:10:00 AM,8.44,8.47,8.46,8.46,21.1
WHONDRS_S19S,S19S_0038_SED_INC-D,8/15/2019,9:25:00 AM,9:25:00 AM,8.24,8.19,8.19,8.21,20.9
WHONDRS_S19S,S19S_0038_SED_INC-D,8/15/2019,9:39:00 AM,9:39:00 AM,7.61,7.61,7.56,7.59,21.2
WHONDRS_S19S,S19S_0038_SED_INC-D,8/15/2019,9:52:00 AM,9:52:00 AM,7.12,7.11,7.11,7.11,21
WHONDRS_S19S,S19S_0038_SED_INC-D,8/15/2019,10:21:00 AM,10:21:00 AM,5.88,5.89,5.89,5.89,21.1
WHONDRS_S19S,S19S_0038_SED_INC-M,8/15/2019,8:56:00 AM,8:56:00 AM,8.53,8.56,8.56,8.55,21.1
WHONDRS_S19S,S19S_0038_SED_INC-M,8/15/2019,9:02:00 AM,9:03:00 AM,8.49,8.47,8.46,8.47,21.3
WHONDRS_S19S,S19S_0038_SED_INC-M,8/15/2019,9:20:00 AM,9:20:00 AM,8.06,8.05,8,8.04,21.3
WHONDRS_S19S,S19S_0038_SED_INC-M,8/15/2019,9:37:00 AM,9:37:00 AM,7.63,7.59,7.58,7.6,21.5
